Marital status,Application order,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,1,1,1,133.1,19,37,126,0,0,0,1,0,1,19,0,0,6,6,6,12.5,0,0,6,7,6,13,0,15.5,2.8,-4.06,Graduate
3,1,1,1,170,1,37,170,0,0,1,1,0,0,47,0,0,1,1,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,Enrolled
1,3,1,1,125,19,19,121.5,0,0,0,1,0,0,19,0,0,6,10,5,11.6666666666667,0,0,6,12,4,11,0,13.9,-0.3,0.79,Graduate
1,1,1,3,130,2,2,130,0,0,0,1,0,0,29,0,1,8,8,7,14.2571428571429,0,1,8,8,7,14.2571428571429,0,12.7,3.7,-1.7,Graduate
1,1,1,1,125,19,19,117,1,0,0,1,0,0,21,0,0,6,13,3,12,0,0,6,12,2,11.3333333333333,0,16.2,0.3,-0.92,Dropout
1,1,1,1,130,37,19,130,1,0,0,1,0,0,28,0,0,5,13,4,11.25,1,0,5,11,4,10.5,0,12.7,3.7,-1.7,Enrolled
1,2,1,1,133.1,37,37,108,0,0,0,1,0,0,20,0,0,7,8,7,12.4571428571429,0,0,8,8,8,13.5625,0,15.5,2.8,-4.06,Graduate
1,1,1,1,131,2,38,132.3,1,0,0,1,0,0,19,0,0,7,7,6,11.6833333333333,0,0,7,7,6,11.6833333333333,0,7.6,2.6,0.32,Graduate
1,1,0,1,150,19,2,148,0,0,0,1,0,0,26,0,0,6,10,3,11.6666666666667,0,0,6,8,5,12,0,9.4,-0.8,-3.12,Graduate
1,2,1,1,125,37,37,122.6,1,0,1,0,0,0,20,0,0,6,8,4,11.75,0,0,6,6,6,13.1666666666667,0,11.1,0.6,2.02,Dropout
1,1,1,1,131,37,37,123,1,0,0,1,0,1,18,0,0,5,6,3,11.6666666666667,0,0,5,6,4,13.5,0,7.6,2.6,0.32,Enrolled
1,1,1,1,130,37,19,102.5,0,0,0,1,0,0,27,0,0,6,9,5,13.2,0,0,6,10,5,12,0,7.6,2.6,0.32,Graduate
1,2,1,1,123,34,34,113.3,1,0,0,1,0,0,20,0,0,7,8,4,11.95,0,0,7,8,4,11.95,0,7.6,2.6,0.32,Dropout
1,5,1,1,141,37,19,133,1,0,0,1,0,0,18,0,0,6,8,5,12.4,0,0,6,12,5,10.4,0,9.4,-0.8,-3.12,Dropout
1,1,1,3,140,1,1,140,0,0,0,1,0,0,33,0,2,7,8,6,14.35,0,3,8,10,6,14.5833333333333,0,16.2,0.3,-0.92,Dropout
1,1,1,1,140,3,1,128.3,1,0,0,1,0,0,35,0,19,21,21,21,12.6190476190476,0,13,19,19,19,12.7894736842105,0,12.4,0.5,1.79,Graduate
1,1,0,39,140,37,19,140,0,0,0,1,0,1,26,0,2,6,7,6,12.6666666666667,0,2,6,7,6,13.1666666666667,1,9.4,-0.8,-3.12,Enrolled
1,1,1,19,133.1,19,19,104,0,0,1,0,0,0,27,0,0,6,6,5,12,0,0,6,6,0,0,0,11.1,0.6,2.02,Dropout
1,3,1,1,131,1,37,122.3,1,0,0,0,0,0,19,0,0,6,6,6,12.1666666666667,0,0,6,6,0,0,0,15.5,2.8,-4.06,Dropout
1,2,1,1,143,1,19,135,0,0,0,1,0,0,20,0,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,Dropout
1,2,1,1,132,3,3,119.1,1,0,1,0,0,0,20,0,0,5,9,3,10,0,0,5,9,3,10.5714285714286,0,10.8,1.4,1.74,Dropout
1,1,1,1,143,1,37,126.6,0,0,1,0,0,0,21,0,5,10,18,8,11.5,0,0,6,12,4,10,0,9.4,-0.8,-3.12,Enrolled
1,3,1,1,141,38,1,129,1,0,0,1,0,1,18,0,0,7,7,6,13.05,0,0,7,7,6,13.05,0,7.6,2.6,0.32,Graduate
1,1,1,1,133.1,1,19,162.3,1,0,0,1,0,0,24,0,0,6,10,2,11,0,0,6,6,0,0,0,8.9,1.4,3.51,Dropout
1,4,1,1,148,1,3,163.4,1,0,0,1,0,0,20,0,0,6,7,6,11.5,0,0,6,6,6,12,0,16.2,0.3,-0.92,Graduate
1,1,1,1,125,19,38,121.5,0,0,0,1,0,1,21,0,0,6,7,6,12,0,0,6,6,6,12.5,0,13.9,-0.3,0.79,Graduate
1,1,0,1,120,1,37,122.8,0,0,0,1,0,0,23,0,0,6,13,2,10,0,0,5,12,1,10,0,9.4,-0.8,-3.12,Enrolled
1,1,1,1,140,12,3,118,1,0,0,1,0,0,24,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
1,1,1,1,139,1,1,134,0,0,0,1,0,0,21,0,0,6,0,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,Dropout
1,4,1,1,142,38,38,129.8,1,0,0,1,0,0,18,0,0,8,8,7,12.2428571428571,0,0,8,8,7,12.2428571428571,0,12.7,3.7,-1.7,Graduate
1,1,0,40,130,19,1,152,1,0,0,1,0,0,27,0,0,5,0,0,0,0,0,5,0,0,0,0,8.9,1.4,3.51,Dropout
1,6,1,1,126,37,37,122.8,1,0,0,1,0,0,18,0,0,8,8,8,12.93375,0,0,8,8,8,12.93375,0,9.4,-0.8,-3.12,Graduate
1,1,1,3,150,3,2,150,0,0,0,1,0,0,35,0,0,5,0,0,0,0,0,5,0,0,0,0,13.9,-0.3,0.79,Dropout
1,1,1,1,130,19,19,131.8,0,0,0,1,0,0,18,0,0,7,9,7,12.5714285714286,0,0,7,8,7,14.4285714285714,0,11.1,0.6,2.02,Graduate
1,1,1,1,120,1,3,105.9,0,0,0,1,0,0,35,0,0,3,4,3,11.8166666666667,0,0,3,3,3,11.3333333333333,0,11.1,0.6,2.02,Enrolled
1,1,1,1,138,1,1,132.1,1,0,0,1,0,0,19,0,0,5,9,4,13.75,0,0,5,13,4,14.3333333333333,2,10.8,1.4,1.74,Graduate
1,4,1,1,127,19,19,127.4,1,0,0,1,0,0,20,0,0,6,8,6,11.1666666666667,0,0,6,6,6,11.3333333333333,0,7.6,2.6,0.32,Graduate
1,4,1,1,140,19,19,129.5,1,0,0,1,0,0,18,0,0,8,8,7,12.3242857142857,0,0,8,8,7,12.3242857142857,0,10.8,1.4,1.74,Graduate
1,1,1,39,130,38,38,126.7,0,0,1,1,0,0,21,0,3,6,6,6,12.1666666666667,0,2,6,7,6,11.7142857142857,0,13.9,-0.3,0.79,Graduate
1,2,1,1,128,19,37,116.5,0,0,0,1,0,1,18,0,0,6,11,5,11.1428571428571,0,0,6,11,4,11.25,0,16.2,0.3,-0.92,Graduate
1,1,1,1,132,34,34,119.1,1,0,0,1,0,0,18,0,0,6,9,4,11,0,0,6,9,4,10.75,0,7.6,2.6,0.32,Graduate
1,2,1,1,149,19,38,126.5,1,0,0,1,0,0,18,0,0,8,8,7,12.9142857142857,0,0,8,8,7,12.9142857142857,0,12.7,3.7,-1.7,Graduate
1,4,1,1,155,3,19,149.8,1,0,0,1,0,1,18,0,0,6,6,6,13.8333333333333,0,0,6,6,6,14.1666666666667,0,16.2,0.3,-0.92,Graduate
1,1,1,1,120,19,1,115.1,1,0,0,1,0,0,19,0,0,6,8,6,13.8571428571429,0,0,6,9,5,13.4,0,13.9,-0.3,0.79,Graduate
1,1,1,19,133.1,3,19,124.5,0,0,0,1,0,1,36,0,0,6,7,6,13.7142857142857,0,0,6,6,5,12.8,0,16.2,0.3,-0.92,Dropout
1,2,1,1,131,38,1,128.3,1,0,0,1,0,1,18,0,0,8,8,7,12.6428571428571,0,0,8,8,7,12.6428571428571,0,12.7,3.7,-1.7,Graduate
1,1,1,1,149,37,37,136,0,0,0,1,0,1,18,0,0,7,7,6,12.9166666666667,0,0,7,7,6,12.9166666666667,0,7.6,2.6,0.32,Graduate
1,1,1,1,140,1,3,140,1,0,0,1,0,1,20,0,0,6,8,6,15.625,0,0,6,8,6,15.8571428571429,0,13.9,-0.3,0.79,Graduate
1,1,0,1,133.1,37,37,126.3,0,0,0,1,0,1,26,0,0,5,7,0,0,0,0,5,8,0,0,0,16.2,0.3,-0.92,Dropout
1,1,1,1,122,1,1,126.9,0,0,0,1,0,0,21,0,0,6,8,6,11.7142857142857,0,0,6,7,6,12,0,7.6,2.6,0.32,Graduate
1,1,1,40,130,1,1,145,0,0,0,1,0,0,25,0,0,7,10,6,12.125,0,0,8,9,8,13.3125,0,15.5,2.8,-4.06,Enrolled
1,1,1,1,121,19,3,115.8,1,0,0,1,0,1,19,0,0,5,7,5,11.6,0,0,5,5,5,11.6,0,12.4,0.5,1.79,Graduate
1,1,0,1,120,19,37,100,1,0,0,1,0,0,24,0,0,6,11,1,10,0,0,6,6,0,0,6,9.4,-0.8,-3.12,Dropout
1,1,0,1,133.1,1,19,102.5,0,0,0,1,0,1,27,0,0,6,16,1,10,0,0,6,13,0,0,0,8.9,1.4,3.51,Dropout
1,1,1,1,121,19,37,131.5,0,0,0,1,0,0,21,0,0,5,10,0,0,1,0,5,9,2,13.5,0,7.6,2.6,0.32,Dropout
1,1,1,1,133,38,38,147,0,0,0,1,0,1,18,0,0,5,7,4,13,0,0,5,8,3,12.3333333333333,0,9.4,-0.8,-3.12,Graduate
2,4,1,1,134,37,37,122.5,0,1,0,1,0,1,19,0,0,6,6,6,13.3333333333333,0,0,6,6,6,14.5,0,10.8,1.4,1.74,Graduate
1,3,1,1,115,1,1,117.5,1,0,0,1,0,0,18,0,0,6,9,4,11.25,0,0,6,13,2,12.5,0,9.4,-0.8,-3.12,Dropout
1,1,1,1,127,19,1,150,0,0,0,1,0,1,19,0,0,7,9,5,13.85,0,0,8,9,7,12.1928571428571,0,11.1,0.6,2.02,Graduate
1,1,1,1,135,1,38,127.5,1,0,0,1,0,1,19,0,0,7,8,6,13.7416666666667,0,0,8,9,7,14.9125,0,16.2,0.3,-0.92,Graduate
2,1,0,43,140,40,5,140,0,0,0,1,0,0,33,0,2,6,7,6,15.3333333333333,0,0,5,5,5,15.8,0,11.1,0.6,2.02,Graduate
2,1,1,3,130,1,4,130,0,0,0,1,0,0,45,0,0,5,6,5,11,0,0,5,5,5,13.8,0,12.4,0.5,1.79,Graduate
1,1,1,1,135,1,1,133.3,0,0,0,1,0,1,20,0,0,6,6,6,12,0,0,6,7,6,12.8571428571429,0,11.1,0.6,2.02,Graduate
1,2,1,1,140,34,34,97,1,0,0,1,0,0,28,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
1,1,1,1,120,1,1,112,1,0,0,1,0,1,19,0,0,8,15,7,11.5714285714286,0,0,8,15,7,11.5714285714286,0,12.7,3.7,-1.7,Graduate
1,2,1,1,140,1,37,123.6,1,0,0,1,0,0,18,0,0,6,10,6,12.8571428571429,0,0,6,6,3,12.6666666666667,0,12.7,3.7,-1.7,Graduate
1,1,1,3,133.1,19,19,130.5,0,0,0,1,0,0,38,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,Dropout
1,2,1,1,135,1,3,133.3,0,0,0,1,0,0,19,0,0,5,5,5,13,0,0,5,5,5,13.2,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,123,1,37,132.1,0,0,0,1,0,1,21,0,0,6,9,5,11,0,0,6,8,5,12,0,15.5,2.8,-4.06,Graduate
1,1,1,1,133.1,37,1,100,0,0,0,1,0,0,21,0,0,5,12,3,12,0,0,5,12,1,15,3,16.2,0.3,-0.92,Dropout
1,1,1,1,154,38,37,140.4,0,0,0,1,0,1,22,0,0,6,6,5,12.6,0,0,6,6,6,13,0,10.8,1.4,1.74,Graduate
1,1,1,1,148,19,19,141.7,0,0,0,1,0,1,18,0,0,6,8,5,13.4,0,0,6,7,6,13.1666666666667,0,9.4,-0.8,-3.12,Graduate
1,2,1,1,133,37,37,119.7,0,1,0,1,0,1,18,0,0,6,9,6,11.3333333333333,0,0,6,9,6,11.5714285714286,0,15.5,2.8,-4.06,Graduate
1,1,1,1,126,19,1,122.5,1,0,0,0,0,0,25,0,0,5,14,4,13.5,2,0,5,10,4,14.25,0,9.4,-0.8,-3.12,Dropout
1,1,1,19,133.1,19,19,140,0,0,1,0,0,0,24,0,2,6,11,3,11.75,0,1,6,14,3,10.3333333333333,0,16.2,0.3,-0.92,Dropout
1,3,1,1,125,3,1,119.4,1,0,0,1,0,0,19,0,0,7,10,6,12.4714285714286,0,0,7,8,7,11.4625,0,12.4,0.5,1.79,Enrolled
1,1,1,1,145,3,3,155,1,0,0,1,0,0,24,0,11,17,19,11,12.9090909090909,0,9,13,15,9,13.5555555555556,0,12.4,0.5,1.79,Enrolled
1,2,1,1,118,37,19,119.1,1,0,0,1,0,1,20,0,0,5,5,5,11.6,0,0,5,5,5,13.6,0,12.4,0.5,1.79,Graduate
1,1,1,1,120,37,1,122.7,0,0,0,0,0,0,25,0,0,5,5,0,0,0,0,5,9,0,0,0,10.8,1.4,1.74,Dropout
1,1,1,1,127,38,19,117.9,0,0,0,1,0,1,20,0,5,10,13,9,12.9,0,4,10,12,10,12.3636363636364,0,8.9,1.4,3.51,Graduate
1,1,1,3,130,19,38,130,0,0,0,1,0,0,23,0,0,8,8,8,13.22,0,0,8,8,8,13.22,0,9.4,-0.8,-3.12,Graduate
1,3,1,1,129,19,37,120,1,0,0,1,0,1,19,0,0,8,8,7,13.1514285714286,0,0,8,8,7,13.1514285714286,0,10.8,1.4,1.74,Graduate
1,1,1,39,130,37,37,130,0,0,1,0,0,0,29,0,0,6,13,3,12.75,0,0,6,8,3,11.3333333333333,0,13.9,-0.3,0.79,Dropout
1,3,1,1,121,19,37,116.8,1,0,0,1,0,0,21,0,0,6,8,6,11.3333333333333,0,0,6,8,4,12.25,0,11.1,0.6,2.02,Graduate
1,1,1,1,136,19,1,123.4,1,0,0,1,0,1,18,0,0,6,10,6,13.25,0,0,6,13,5,14.1428571428571,0,11.1,0.6,2.02,Graduate
1,3,1,1,125,19,38,125.4,1,0,0,1,0,0,19,0,0,6,7,5,12.4,0,0,6,6,5,12.4,0,9.4,-0.8,-3.12,Enrolled
1,3,1,1,131,38,37,127.2,1,0,0,1,0,1,18,0,0,6,6,6,15,0,0,6,6,6,12.8333333333333,0,8.9,1.4,3.51,Dropout
1,1,1,1,122,9,19,103.4,0,0,0,1,0,0,19,0,0,5,6,5,14.4,0,0,5,6,5,13,0,7.6,2.6,0.32,Graduate
1,1,1,1,127,37,37,123.2,1,0,0,1,0,0,18,0,0,6,12,1,11,0,0,6,12,0,0,0,9.4,-0.8,-3.12,Enrolled
1,1,1,1,136,1,1,124.1,0,0,0,1,0,0,18,0,0,5,8,5,12.4,0,0,5,6,5,10.8,0,8.9,1.4,3.51,Graduate
2,1,1,19,133.1,38,37,99.5,1,0,1,0,0,1,37,0,0,7,13,1,16,0,0,7,12,0,0,0,8.9,1.4,3.51,Dropout
1,1,0,40,127,37,37,124.9,0,0,0,1,0,0,29,0,0,5,10,5,13.5714285714286,0,0,5,14,5,12.3333333333333,3,16.2,0.3,-0.92,Graduate
1,3,1,1,116,37,37,110.8,0,0,0,1,0,0,18,0,0,6,6,6,11.8333333333333,0,0,6,6,6,12.5,0,7.6,2.6,0.32,Enrolled
1,1,1,1,121,1,1,118.9,1,0,0,1,0,1,19,0,0,6,8,5,11.6666666666667,0,0,6,9,5,12.6666666666667,0,12.4,0.5,1.79,Graduate
1,1,1,1,124,1,1,118.8,1,0,1,0,0,0,22,0,6,10,16,6,11.8333333333333,0,2,7,8,2,13,0,16.2,0.3,-0.92,Dropout
1,1,1,1,131,37,38,137,0,0,0,1,0,1,20,0,0,6,8,6,11.1666666666667,0,0,6,10,5,10.6,0,15.5,2.8,-4.06,Graduate
1,1,0,1,100,37,37,100,0,0,0,1,0,0,34,0,0,6,0,0,0,0,0,6,0,0,0,0,12.7,3.7,-1.7,Dropout
1,1,1,1,130,37,38,120,0,0,1,0,0,0,30,0,8,12,17,8,11.75,0,6,12,19,6,12.1666666666667,2,7.6,2.6,0.32,Dropout
1,1,1,1,135,1,1,122.8,0,0,0,1,0,0,18,0,0,6,7,6,14,0,0,6,7,6,14,0,10.8,1.4,1.74,Graduate
1,1,1,1,130,38,19,121.6,0,0,0,1,0,0,18,0,0,6,6,6,12.8333333333333,0,0,6,6,6,12,0,12.4,0.5,1.79,Graduate
1,2,1,1,146,3,1,149.2,1,0,0,1,0,0,18,0,0,6,11,4,12.25,0,0,6,10,3,11.6666666666667,0,9.4,-0.8,-3.12,Graduate
1,4,1,1,146,4,1,140,1,0,0,1,0,0,18,0,0,8,8,7,14.8285714285714,0,0,8,8,7,14.8285714285714,0,12.7,3.7,-1.7,Graduate
1,2,1,1,154,38,38,133.4,1,0,0,1,0,1,19,0,0,6,7,5,11.4,0,0,6,8,5,12.8,0,12.7,3.7,-1.7,Graduate
1,1,1,1,137,37,37,126.2,1,0,0,1,0,1,19,0,0,6,6,6,13,0,0,6,8,6,12.5,0,10.8,1.4,1.74,Graduate
1,5,1,1,151,1,1,127.8,0,0,0,1,0,1,18,0,0,8,8,7,13.6714285714286,0,0,8,8,7,13.6714285714286,0,12.7,3.7,-1.7,Graduate
1,1,1,39,150,37,38,150,0,0,0,1,0,1,21,0,0,6,9,6,12.6666666666667,0,0,6,8,5,12.8,0,13.9,-0.3,0.79,Graduate
1,2,1,1,121,1,19,113.7,1,0,0,0,0,0,20,0,0,5,10,2,10,0,0,5,12,1,13,0,7.6,2.6,0.32,Dropout
1,1,1,1,122,12,19,117.8,1,0,0,1,0,0,20,0,0,5,10,5,13.5,0,0,5,8,5,12.3333333333333,0,13.9,-0.3,0.79,Graduate
1,1,1,1,143,5,1,136.7,0,0,0,1,0,0,19,0,2,7,8,7,12.67,0,1,8,8,8,13.55,0,11.1,0.6,2.02,Graduate
1,1,1,1,152,1,38,144.7,0,0,0,1,0,0,20,0,0,6,8,6,14.5,0,0,6,7,6,15.4285714285714,0,16.2,0.3,-0.92,Graduate
1,3,1,1,145,12,1,139.8,1,0,0,1,0,0,18,0,0,7,7,7,13.6857142857143,0,0,8,8,8,15.3875,0,13.9,-0.3,0.79,Graduate
1,1,1,1,120,37,38,113.7,0,0,0,1,0,0,20,0,0,6,8,5,11,0,0,6,10,3,10.6666666666667,0,12.7,3.7,-1.7,Dropout
2,1,1,3,140,5,4,140,0,0,1,0,0,0,29,0,7,9,16,7,11.5555555555556,4,5,7,12,5,13.2,2,7.6,2.6,0.32,Dropout
1,1,1,1,143,19,19,142.3,0,0,0,1,0,1,18,0,0,7,7,7,13.7971428571429,0,0,8,8,8,13.775,0,12.4,0.5,1.79,Enrolled
1,1,1,1,129,19,19,119.6,1,0,0,1,0,1,20,0,0,7,8,7,14.00375,0,0,8,11,7,13.8128571428571,0,15.5,2.8,-4.06,Graduate
1,2,1,1,139,38,37,123.7,1,0,0,1,0,1,22,0,0,5,8,4,12,0,0,5,8,4,11.4,2,16.2,0.3,-0.92,Graduate
4,1,0,1,133.1,39,19,143,1,0,0,1,0,1,47,0,0,6,9,5,14.1666666666667,0,0,6,7,6,14.1666666666667,0,16.2,0.3,-0.92,Graduate
2,1,0,1,127,37,37,100.1,0,0,0,1,0,0,31,0,1,5,5,5,14,0,0,5,5,5,13.8,0,8.9,1.4,3.51,Graduate
1,1,1,1,126,19,37,119.4,0,0,0,1,0,1,21,0,0,6,7,5,13.8,0,0,6,6,6,12.8333333333333,0,16.2,0.3,-0.92,Graduate
1,1,0,1,128,38,38,122.1,0,0,0,1,0,0,21,0,0,6,8,5,12.8,0,0,6,10,6,11.8571428571429,0,7.6,2.6,0.32,Graduate
2,1,1,12,100,1,1,100,0,0,0,1,0,0,24,0,0,6,6,6,12.1666666666667,0,0,6,6,6,13.8333333333333,0,7.6,2.6,0.32,Graduate
1,1,1,1,123,4,37,113.9,0,0,0,1,0,0,18,0,0,6,8,6,12.5,0,0,6,6,6,12.3333333333333,0,15.5,2.8,-4.06,Enrolled
1,1,0,15,170,34,1,101,0,0,0,1,0,0,32,0,0,6,9,4,12,0,0,6,12,4,11.5,0,7.6,2.6,0.32,Graduate
1,2,0,1,117,3,1,111.8,1,0,0,1,0,1,19,0,0,6,8,6,10.8333333333333,0,0,6,9,6,11.5,0,10.8,1.4,1.74,Graduate
1,1,1,1,140,3,3,140,1,0,0,1,0,0,24,0,0,8,8,8,13.385,0,0,8,8,8,13.385,0,9.4,-0.8,-3.12,Graduate
1,4,1,1,123,19,19,124.4,1,0,0,1,0,0,19,0,0,6,14,6,15.6666666666667,0,0,6,9,6,14.5,0,15.5,2.8,-4.06,Graduate
1,1,1,39,150,19,37,150,0,0,1,1,0,1,19,0,0,6,9,6,14.3333333333333,0,0,6,7,6,13.8333333333333,0,13.9,-0.3,0.79,Graduate
1,1,1,39,140,37,37,140,0,0,0,1,0,0,24,0,0,6,10,6,11.4285714285714,0,0,6,12,5,13,0,12.4,0.5,1.79,Enrolled
1,4,1,1,123,19,19,116,1,0,0,1,0,1,18,0,0,6,9,6,11.6666666666667,0,0,6,8,6,11.6666666666667,0,8.9,1.4,3.51,Graduate
1,1,1,1,130,38,37,135.6,1,0,0,1,0,1,19,0,0,6,9,5,12,0,0,6,10,2,11.3333333333333,0,8.9,1.4,3.51,Dropout
2,1,1,1,137,3,38,121,0,0,0,1,0,1,19,0,0,8,8,7,14.7257142857143,0,0,8,8,7,14.7257142857143,0,10.8,1.4,1.74,Graduate
1,2,1,1,126,19,38,118.7,1,0,0,1,0,1,18,0,0,6,6,6,14.1666666666667,0,0,6,6,6,13.6666666666667,0,12.4,0.5,1.79,Graduate
1,1,1,1,125,1,1,125.7,1,0,0,1,0,0,18,0,0,6,10,6,11.5714285714286,0,0,6,8,6,12.3333333333333,0,12.4,0.5,1.79,Graduate
1,4,1,1,112,1,1,107.1,1,0,0,1,0,0,20,0,0,7,7,7,12.5,0,0,8,8,8,13.1375,0,12.4,0.5,1.79,Graduate
1,1,1,1,141,19,38,125.5,0,0,0,1,0,0,18,0,0,8,10,8,12.86,2,0,8,10,8,12.86,2,9.4,-0.8,-3.12,Graduate
1,4,1,1,135,38,38,127,1,0,0,1,0,0,18,0,0,6,10,6,12.25,0,0,6,9,6,13.7142857142857,0,11.1,0.6,2.02,Graduate
1,2,1,1,117,38,37,113.5,1,0,0,1,0,1,21,0,0,5,7,4,12,0,0,5,5,5,12.2,0,10.8,1.4,1.74,Graduate
1,1,1,1,160,19,19,154.4,0,0,0,1,0,1,18,0,0,7,9,7,15.1166666666667,0,0,8,9,8,16.1688888888889,0,15.5,2.8,-4.06,Graduate
1,1,1,1,136,19,19,122,0,0,1,0,0,0,18,0,0,5,6,2,12.5,0,0,5,6,4,10.25,0,9.4,-0.8,-3.12,Dropout
1,2,1,1,143,1,11,128,1,0,0,1,0,0,19,0,0,6,11,0,0,0,0,6,0,0,0,0,9.4,-0.8,-3.12,Dropout
1,1,1,1,119,1,19,115.5,1,0,0,1,0,0,19,0,0,6,8,4,11,0,0,6,9,4,11,0,10.8,1.4,1.74,Enrolled
1,4,1,1,120,1,19,117.2,1,0,0,1,0,0,18,0,0,6,8,6,11.875,0,0,6,11,4,14.6,0,11.1,0.6,2.02,Graduate
1,1,1,3,150,3,1,150,1,0,0,1,0,0,34,0,1,5,6,1,11,0,0,5,5,0,0,0,12.7,3.7,-1.7,Dropout
1,3,1,1,142,11,11,155.3,0,0,0,1,0,0,19,0,0,5,5,5,15.2,0,0,5,6,5,13.2,0,7.6,2.6,0.32,Graduate
1,1,1,39,120,37,37,120,1,0,1,0,0,0,19,0,2,6,7,5,11.6,0,1,6,12,2,11,0,12.4,0.5,1.79,Dropout
1,1,1,1,160,3,19,116.1,0,0,1,1,0,0,26,0,0,6,6,6,14.8333333333333,0,0,6,7,6,15.1428571428571,0,11.1,0.6,2.02,Graduate
1,1,1,1,133.1,34,34,118.9,1,0,0,1,0,0,21,0,0,6,12,3,11.3333333333333,0,0,6,10,3,11.3333333333333,0,7.6,2.6,0.32,Dropout
1,2,1,1,142,19,19,127.3,0,0,0,1,0,1,18,0,0,5,5,5,11.2,0,0,5,5,5,11.8,0,11.1,0.6,2.02,Graduate
1,4,1,1,121,38,38,113.7,1,0,0,1,0,1,20,0,0,6,8,5,13.4,0,0,6,9,5,13.6666666666667,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,135,1,1,118.5,0,0,0,1,0,0,25,0,0,5,12,2,10.5,0,0,5,5,0,0,0,11.1,0.6,2.02,Dropout
1,1,1,1,153,1,38,146.7,0,0,0,1,0,0,18,0,0,5,5,5,16.2,0,0,5,5,5,16.4,0,11.1,0.6,2.02,Graduate
1,1,1,1,140,19,19,124.3,1,0,0,1,0,1,18,0,0,7,7,7,14.5428571428571,0,0,8,11,8,14.8818181818182,0,16.2,0.3,-0.92,Graduate
1,1,1,1,152,41,19,137.8,0,0,0,1,0,0,19,0,0,7,7,7,13.6942857142857,0,0,8,9,8,14.3555555555556,0,11.1,0.6,2.02,Graduate
1,1,1,1,120,19,38,130.2,0,0,0,1,0,1,18,0,0,6,8,6,11.2857142857143,0,0,6,10,6,11.8571428571429,0,12.4,0.5,1.79,Graduate
1,1,1,1,160,38,38,147.8,0,0,0,1,0,0,20,0,0,7,11,6,11.7571428571429,0,0,8,12,6,13.0833333333333,0,15.5,2.8,-4.06,Enrolled
1,1,1,40,150,19,19,150,0,0,1,0,0,0,26,0,0,3,3,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,Dropout
1,1,1,1,100,37,37,100,1,0,0,1,0,1,19,0,0,8,8,7,13.0585714285714,0,0,8,8,7,13.0585714285714,0,10.8,1.4,1.74,Graduate
1,1,1,1,150,1,1,155.6,0,0,0,1,0,0,19,0,0,7,7,7,14.3,0,0,8,9,8,14.0555555555556,0,16.2,0.3,-0.92,Graduate
1,4,1,1,124,37,37,117.4,0,0,0,1,0,0,19,0,3,10,15,5,11.8,0,4,10,14,8,12,0,7.6,2.6,0.32,Graduate
1,3,1,1,141,1,19,128.8,1,0,0,1,0,0,19,0,0,5,9,3,10.3333333333333,1,0,5,8,3,13,0,7.6,2.6,0.32,Enrolled
1,1,1,1,121,19,19,117.5,1,0,0,1,0,0,18,0,0,6,7,6,10.5714285714286,0,0,6,11,3,11.6666666666667,0,16.2,0.3,-0.92,Graduate
1,1,1,6,134,1,37,120.4,1,0,0,1,0,0,19,0,0,7,7,6,13.3333333333333,0,0,7,7,6,13.3333333333333,0,7.6,2.6,0.32,Graduate
1,1,1,1,134,1,1,130.9,0,0,1,1,0,0,18,0,0,6,10,6,11.8571428571429,0,0,6,9,5,11,0,13.9,-0.3,0.79,Graduate
1,1,1,1,132,2,19,125,1,0,0,1,0,0,18,0,0,6,9,5,12.6,0,0,6,8,5,11.4,0,9.4,-0.8,-3.12,Enrolled
1,1,1,1,135,19,38,136.8,1,0,0,1,0,0,18,0,0,5,11,5,14,3,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Enrolled
1,1,1,1,123,1,38,121.6,1,0,0,1,0,0,18,0,0,7,12,5,12,0,0,7,9,6,12.6666666666667,0,11.1,0.6,2.02,Enrolled
1,1,1,39,151,19,37,151,0,0,1,1,0,0,26,0,0,5,6,0,0,0,0,5,5,0,0,0,16.2,0.3,-0.92,Dropout
1,1,1,1,107,38,38,103.5,1,0,0,1,0,0,20,0,0,6,7,6,12,0,0,6,7,6,13,0,12.4,0.5,1.79,Graduate
