,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Vit_A_RAE,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot,Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_D_IU,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),class
789,"FAST FOODS,SUBMARINE SNDWCH,HAM ON WHT BRD W/ LTTC & TMT",63.26,151,9.12,2.53,2.17,22.91,1.3,3.54,169,1.78,20,116,367,396,0.88,0.082,0.302,17.3,0.9,0.377,0.243,4.18,0.435,0.174,72,54,17,109,33.2,0.12,41,2,0,0,25,0,167,76,0.29,0.2,9,4.7,0.626,0.763,0.831,12,2
790,"FAST FOODS,GRIDDLE CAKE SNDWCH,SAUSAGE",40.11,318,8.41,17.76,2.47,31.25,1,11.23,63,1.42,14,316,145,737,0.76,0.079,0.198,15.2,0,0.209,0.156,3.082,0.384,0.108,74,37,37,100,30.7,0.27,0,0,0,0,0,0,0,28,0,0.2,9,1,5.363,7.531,2.414,24,2
791,"FAST FOODS,CHESEBRGER; SING,LRG PATY; W/ CONDMNT,VEG & MAYO",50.92,268,13.69,15.8,1.86,17.73,1.1,4.5,73,2.3,18,125,208,473,2.26,0.081,0.186,16.5,1.1,0.177,0.257,3.143,0.755,0.186,51,30,21,72,36.8,0.93,256,50,44,0,64,2,208,41,0.57,0.1,3,14.2,5.746,5.352,2.366,51,2
792,"FAST FDS,CHSEBURGER; DOUBLE,LRG PATTY; W/ CONDMNT,VEG & MAYO",54.56,253,15.5,15.63,1.7,12.62,1.3,3.61,68,4.12,19,131,202,405,3.27,0.076,0.137,18.4,0.5,0.254,0.23,3.26,0.279,0.15,27,22,5,42,46,1.92,111,12,7,4,49,1,77,42,0.06,0.1,4,9.2,6.519,6.249,2.299,49,2
793,"FAST FOODS,CHSBURGR; DBL,RG PTTY; DBL BN W/ CNDMNT & SPL SAU",50.54,261,11.94,14.1,1.89,21.53,1.4,3.26,127,1.4,25,136,182,485,2.16,0.131,0.212,25.9,0.3,0.184,0.201,3.63,0.441,0.17,27,18,9,40,31.5,1.27,174,27,22,1,59,2,0,50,0.06,0.1,5,16.4,5.045,5.088,3.826,36,2
794,"LIGHT ICE CRM,SOFT SERVE,BLENDED W/ COOKIE PIECES",63.9,169,3.97,5.66,0.92,25.55,0.1,21.19,129,0.61,14,111,198,75,0.5,0.03,0.042,4,0.8,0.048,0.229,0.264,0.722,0.058,10,5,5,13,18.6,0.58,93,26,25,0,5,0,0,0,0.09,0,0,3.3,2.754,1.716,0.364,15,0
795,"FAST FOODS,FRIED CHICK,BREAST,MEAT ONLY,SKN & BRDING REMOVED",65.61,153,27.93,4.54,2.27,0,0,0,23,0.54,28,237,306,512,0.97,0.058,0.036,34.1,0,0.104,0.232,9.03,1.32,0.325,12,0,12,12,96.6,0.3,14,4,4,0,0,0,0,0,0.27,0.1,5,0,1.18,2.08,0.81,97,2
796,"FAST FOODS,FRIED CHICK,BREAST,MEAT & SKN & BREADING",55.45,230,23.51,12.44,2.58,6.03,0.1,0,45,0.72,26,230,282,657,0.92,0.064,0.115,29.2,0,0.104,0.228,7.869,1.167,0.263,21,10,11,28,78.9,0.31,32,10,10,0,0,0,0,0,0.48,0.1,5,0,3.316,6.011,2.066,92,2
797,"FAST FOODS,FRIED CHICK,THIGH,MEAT & SKN & BREADING",51.37,274,19.23,18.07,2.64,8.68,0.1,0,54,1,22,210,240,747,1.45,0.083,0.149,25.2,0,0.099,0.286,5.583,1.046,0.17,25,14,11,34,84.2,0.43,54,16,16,0,0,0,0,0,0.61,0.2,7,0,4.832,8.477,2.939,106,2
798,"FAST FOODS,CRISPY CHICK IN TORTILLA,W/ LTTC,CHS,& RANCH SAU",47.88,275,11.48,15.1,2.32,23.22,1.3,2.48,88,1.47,19,186,173,607,0.72,0.069,0.269,19.2,0.3,0.17,0.265,3.585,0.53,0.166,47,32,14,70,25,0.15,81,13,10,0,28,0,0,59,1.54,0.1,4,23.6,3.837,4.407,4.926,29,2
799,"FAST FOODS,GRILLED CHICK IN TORTILLA,W/ LTTC,CHS,& RANCH SAU",55.17,222,13.77,10.31,2.31,18.43,0.9,1.53,93,1.45,20,184,192,577,0.77,0.062,0.209,23,0.4,0.17,0.255,5.875,0.59,0.194,45,35,10,69,7.9,0.17,75,12,10,0,25,0,0,26,0.45,0,2,17.7,3.363,2.313,3.415,41,2
800,"MACARONI & CHS,CND ENTREE",81.39,82,3.38,2.46,1.25,11.52,0.5,0.5,35,0.9,9,47,84,302,0.45,0.296,0.224,9.5,0,0.101,0.114,1.183,0.074,0.037,13,11,2,21,5.4,0.15,65,17,17,0,5,0,0,2,0.05,0,0,0.2,0.881,0.6,0.303,6,2
801,"HOT POCKETS HAM 'N CHS STUFFED SNDWCH,FRZ",48.96,241,9.16,9.14,2.2,30.55,1.5,7.6,152,2,18,168,188,504,0.95,0.113,0.27,11.6,0.1,0.417,0.273,3.425,0.85,0.095,54,43,11,84,29.1,0.35,0,0,0,0,0,0,0,115,0.29,0.2,10,0.8,3.545,2.547,1.936,23,2
802,"BEEF STEW,CANNED ENTREE",80.78,99,4.41,5.53,1.43,7.85,0.9,1.76,12,2.48,8,42,163,388,1,0.141,0.059,4.7,0.7,0.073,0.053,1.096,0.12,0.087,14,0,14,14,15.6,0.5,223,11,0,53,106,3,28,4,0.27,0,0,6.2,2.185,2.543,0.251,13,2
803,"BEEF,CORNED BF HASH,W/ POTATO,CND",70.32,164,8.73,10.24,1.5,9.27,1.1,0.34,19,1,13,56,172,412,1.4,0,0.084,7.5,0.9,0.069,0.05,1.572,0.403,0.231,7,0,7,7,15.6,0.41,0,0,0,0,0,0,0,5,0.04,0,0,1.8,4.32,5.26,0.3,32,2
804,"BURRITO, BEAN AND CHEESE, FROZEN",50.99,221,7.07,6.3,1.63,34.01,3.4,3.21,52,2.51,31,117,210,351,0.71,0.129,0.408,12.7,0.3,0.287,0.143,2.48,0.403,0.085,105,47,58,138,22.3,0.08,68,8,5,1,24,11,0,36,0.37,0,0,7.6,1.343,1.298,3.104,2,2
805,"LASAGNA,VEG,FRZ,BKD",71.24,139,6.87,6.04,1.66,14.18,1.9,2.54,150,0.55,21,140,170,445,0.87,0.073,0.191,14.1,1.1,0.117,0.185,0.81,0.197,0.102,14,1,12,14,12.3,0.59,647,68,42,90,256,5,0,101,0.46,0,0,17.8,2.866,1.721,1.337,14,2
806,"TKY,STUFFING,MSHD POTATO W/GRAVY,ASSORTED VEG,FRZ,MICROWAVE",71.16,128,6.97,3.89,1.66,16.32,1.3,4.82,27,0.79,18,106,230,326,0.48,0.056,0.157,7.9,0.8,0.138,0.252,3.057,0.233,0.177,24,7,16,29,17.1,0.33,319,44,34,0,124,0,0,327,0.24,0.1,2,11.5,0.877,1.235,1.087,14,2
807,"MACARONI & CHS,FRZ ENTREE",69.39,149,5.6,6.41,1.31,17.28,1.1,1.53,114,0.57,17,119,95,290,0.8,0.051,0.216,18.5,0,0.054,0.057,0.739,0.388,0.042,7,0,7,7,8.3,0.12,182,47,45,0,20,0,0,4,0.25,0,0,5.1,2.608,1.433,1.363,10,2
808,"CORN DOGS,FRZ,PREP",50.32,250,8.57,12.02,2.13,26.96,1,7.54,72,1.9,17,224,125,668,0.85,0.072,0.171,27.6,0.5,0.141,0.155,2.786,0.406,0.117,60,53,7,97,26.9,0.48,166,48,47,0,3,4,0,132,0.6,0.4,15,5.8,3.466,4.732,3.354,44,2
809,"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,SEL,RAW",65.49,208,20.69,13.27,0.95,0,0,0,19,2.13,10,179,235,42,3.09,0.065,0.002,19.2,0,0.053,0.202,4.865,0.355,0.672,3,0,3,3,55.4,1.83,15,4,4,0,0,0,0,0,0.2,0.1,4,1.5,5.696,6.119,0.613,60,1
810,"BEEF,CHUCK FOR STEW,LN & FAT,ALL GRDS,RAW",72.51,128,21.75,4.48,1.11,0.16,0,0,13,2.12,21,213,367,80,5.43,0.088,0.014,24.2,0,0.08,0.17,5.003,0.665,0.567,3,0,3,3,71.8,2.3,6,2,2,0,0,0,0,0,0.17,0.1,4,1.5,1.86,2.32,0.3,64,1
811,"BEEF,CHUCK FOR STEW,LN & FAT,SEL,RAW",72.79,124,21.9,3.99,1.12,0.21,0,0,14,2.2,20,209,359,81,5.51,0.093,0.014,26,0,0.08,0.17,5.19,0.67,0.568,4,0,4,4,74.6,2.42,7,2,2,0,0,0,0,0,0.15,0.1,3,1.5,1.748,2.16,0.287,66,1
812,"BEEF,CHUCK FOR STEW,LN & FAT,CHOIC,RAW",72.32,130,21.64,4.81,1.11,0.12,0,0,13,2.09,21,217,373,79,5.41,0.084,0.014,23.6,0,0.08,0.17,4.887,0.66,0.568,3,0,3,3,69.1,2.27,6,2,2,0,0,0,0,0,0.18,0.1,4,1.5,1.988,2.51,0.31,63,1
813,"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,SEL,RAW",67.17,196,19.1,13.33,0.91,0,0,0,14,1.97,16,172,271,77,5.89,0.084,0.012,18.6,0,0.07,0.157,3.95,0.672,0.338,3,0,3,3,64.7,2.8,14,4,4,0,0,0,0,0,0.12,0.1,4,1.5,5.805,6.482,0.591,71,1
814,"BEEF,RIB EYE STK/RST,BONE-IN,LIP-ON,LN,1/8"" FAT,ALL GRDS,RAW",69.24,166,21.22,9.04,0.97,0,0,0,9,1.96,21,152,275,64,4.89,0.073,0.073,21.1,0,0.1,0.269,5.08,0.54,0.488,3,0,3,3,50.5,1.94,7,2,2,0,0,0,0,0,0.15,0.1,4,1.5,3.544,4.13,0.436,64,1
815,"BEEF,RIB EYE STEAK/RST,BONE-IN,LIP-ON,LN,1/8"" FAT,CHOIC,RAW",68.58,173,20.93,9.97,0.95,0,0,0,9,1.95,22,156,270,65,4.77,0.073,0.073,21.5,0,0.1,0.278,4.907,0.52,0.467,3,0,3,3,51.5,1.93,7,2,2,0,0,0,0,0,0.16,0.1,4,1.5,3.88,4.531,0.464,65,1
816,"BEEF,RIB EYE STEAK/ROAST,BONE-IN,LIP-ON,LN,1/8"" FAT,SEL,RAW",70.21,155,21.65,7.64,1,0,0,0,10,1.99,21,148,281,63,5.07,0.072,0.072,20.5,0,0.1,0.255,5.34,0.56,0.521,3,0,3,3,49.4,1.96,8,2,2,0,0,0,0,0,0.14,0.1,2,1.5,3.039,3.528,0.393,62,1
817,"BEEF,RIB EYE STK/RST,BNLESS,LIP-ON,LN,1/8"" FAT,ALL GRDS,RAW",70.14,156,21.99,7.54,1.01,0,0,0,6,1.94,23,156,276,56,5.67,0.076,0.075,27.3,0,0.115,0.271,5.555,0.53,0.467,4,0,4,4,48.7,1.87,7,2,2,0,0,0,0,0,0.15,0.1,3,1.5,2.759,3.277,0.439,66,1
818,"BEEF,RIB EYE STEAK/ROAST,BNLESS,LIP-ON,LN,1/8"" FAT,CHOIC,RAW",69.65,161,21.62,8.29,0.99,0,0,0,7,2.04,22,153,262,56,5.63,0.071,0.071,27.5,0,0.13,0.278,5.538,0.53,0.479,3,0,3,3,47.9,1.96,6,2,2,0,0,0,0,0,0.18,0.1,3,1.5,3.057,3.576,0.467,63,1
819,"BEEF,RIB EYE STEAK/ROAST,BNLESS,LIP-ON,LN,1/8"" FAT,SEL,RAW",70.89,148,22.55,6.41,1.03,0,0,0,5,1.8,23,160,297,55,5.72,0.084,0.082,27,0,0.1,0.26,5.58,0.53,0.449,4,0,4,4,49.4,1.75,8,2,2,0,0,0,0,0,0.1,0.1,3,1.5,2.313,2.83,0.396,70,1
820,"BEEF,RIB EYE STK,BNE-IN,LIP-ON,LN,1/8"" FAT,ALL GRDS,CKD,GRLD",59.69,221,27.4,12.43,1.09,0,0,0,22,2.62,25,184,279,67,6,0.081,0.081,28.2,0,0.105,0.334,5.683,0.625,0.547,7,0,7,7,57.1,2.22,6,2,2,0,0,0,0,0,0.08,0.1,4,1.6,4.794,5.628,0.594,80,1
821,"BEEF,RIB EYE STEAK,BONE-IN,LIP-ON,LN,1/8"" FAT,CHOIC,CKD,GRLD",59.13,229,27.03,13.44,1.04,0,0,0,22,2.61,25,184,276,67,6,0.083,0.083,28.3,0,0.1,0.337,5.675,0.64,0.53,7,0,7,7,57.5,2.21,5,1,1,0,0,0,0,0,0.1,0.1,4,1.6,4.897,5.828,0.607,82,1
822,"BEEF,RIB EYE STEAK,BONE-IN,LIP-ON,LN,1/8"" FAT,SEL,CKD,GRILD",60.51,210,27.96,10.91,1.15,0,0,0,22,2.63,25,185,284,67,6.01,0.078,0.078,28,0,0.11,0.33,5.695,0.61,0.573,7,0,7,7,56.6,2.23,7,2,2,0,0,0,0,0,0.06,0.1,3,1.6,4.639,5.327,0.573,78,1
823,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,ALL GRDS,RAW",69.93,154,21.85,7.41,0.98,0,0,0,6,1.94,23,156,276,56,5.67,0.076,0.075,27.3,0,0.115,0.271,5.555,0.53,0.467,4,0,4,4,48.7,1.87,7,2,2,0,0,0,0,0,0.15,0.1,3,1.5,2.759,3.277,0.439,66,1
824,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,CHOIC,RAW",69.22,162,21.44,8.5,0.97,0,0,0,7,2.04,22,153,262,56,5.63,0.071,0.071,27.5,0,0.13,0.278,5.538,0.53,0.479,3,0,3,3,47.9,1.96,6,2,2,0,0,0,0,0,0.18,0.1,4,1.5,3.057,3.576,0.467,63,1
825,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,SEL,RAW",71,142,22.46,5.78,1,0,0,0,5,1.8,23,160,297,55,5.72,0.084,0.082,27,0,0.1,0.26,5.58,0.53,0.449,4,0,4,4,49.4,1.75,8,2,2,0,0,0,0,0,0.1,0.1,3,1.5,2.313,2.83,0.396,70,1
826,"BEEF,RIB EYE STK,BNLS,LIP-ON,LN & FAT,1/8"" FAT,SEL,CKD,GILD",55.98,273,24.83,19.25,0.93,0,0,0,10,2.12,23,157,279,54,6.03,0.085,0.085,33.2,0,0.071,0.275,5.27,0.544,0.534,6,0,6,6,48.8,2.06,26,8,8,0,0,0,0,0,0.08,0.1,6,1.6,8.749,9.426,0.981,79,1
827,"BEEF,RIB EYE STK/RST,BNLS,LIP-ON,LN & FAT,1/8"" FAT,AL GRD,RW",61.77,244,18.85,18.73,0.89,0,0,0,8,1.74,19,132,236,50,4.78,0.067,0.067,23.3,0,0.097,0.239,4.681,0.477,0.398,3,0,3,3,42.1,1.7,15,5,5,0,0,0,0,0,0.14,0.1,6,1.5,8.251,8.83,0.889,70,1
828,"BEEF,RIB EYE STEAK/ROST,BNLS,LIP-ON,LN & FAT,1/8"" FAT,CHC,RW",60.9,253,18.39,19.95,0.87,0,0,0,8,1.81,19,128,224,50,4.71,0.063,0.063,23.3,0,0.107,0.244,4.629,0.474,0.404,3,0,3,3,41.1,1.75,15,5,5,0,0,0,0,0,0.17,0.2,6,1.5,8.741,9.322,0.932,68,1
829,"BEEF,RIB EYE STEAK/ROST,BNLS,LIP-ON,LN & FAT,1/8"" FAT,SEL,RW",63.08,230,19.55,16.9,0.91,0,0,0,7,1.64,20,137,256,50,4.88,0.074,0.072,23.2,0,0.086,0.233,4.759,0.48,0.388,3,0,3,3,43.1,1.61,16,5,5,0,0,0,0,0,0.1,0.1,5,1.5,7.515,8.092,0.825,74,1
830,"BEEF,PLATE STEK,BNLS,INSDE SKRT,LN & FAT,0"" FAT,ALL GRDS,RW",67.25,187,20.38,11.71,0.92,0,0,0,6,1.71,20,145,262,64,5.99,0.085,0.085,22.2,0,0.055,0.289,5.241,0.594,0.421,3,0,3,3,44.4,2.31,13,4,4,0,0,0,0,0,0.15,0.1,4,1.5,4.626,5.431,0.548,65,1
831,"BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN & FAT,0"" FAT,CHOC,RW",66.55,195,20.06,12.78,0.91,0,0,0,6,1.7,20,144,254,65,5.97,0.084,0.084,23.1,0,0.053,0.275,5.076,0.621,0.422,3,0,3,3,45.7,2.46,13,4,4,0,0,0,0,0,0.17,0.1,4,1.5,5.034,6.01,0.596,65,1
832,"BEEF,RND,TOP RND STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW",72.64,124,23.49,3.34,1.12,0,0,0,13,2.33,12,219,312,54,3.68,0.048,0.004,22.1,0,0.064,0.235,6.433,0.357,0.632,4,0,4,4,64.6,1.64,11,3,3,0,0,0,0,0,0.23,0,1,1.5,1.287,1.481,0.238,62,1
833,"BEEF,RND,TOP RND STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",72.35,127,23.49,3.66,1.12,0,0,0,13,2.35,12,220,307,56,3.76,0.048,0.004,21.8,0,0.064,0.225,6.635,0.349,0.639,4,0,4,4,65.1,1.65,11,3,3,0,0,0,0,0,0.24,0,1,1.5,1.424,1.678,0.247,62,1
834,"BEEF,RND,TOP RND STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW",73.08,120,23.49,2.85,1.12,0,0,0,13,2.34,12,219,314,54,3.52,0.047,0.003,22.6,0,0.064,0.249,6.13,0.369,0.623,4,0,4,4,63.9,1.62,11,3,3,0,0,0,0,0,0.21,0,1,1.5,1.082,1.185,0.225,63,1
835,"BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW",72.51,125,23.45,3.5,1.11,0,0,0,13,2.33,12,219,311,54,3.67,0.048,0.004,22.1,0,0.063,0.234,6.422,0.356,0.631,4,0,4,4,64.5,1.64,11,3,3,0,0,0,0,0,0.23,0,1,1.5,1.353,1.554,0.244,62,1
836,"BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",72.24,128,23.46,3.81,1.12,0,0,0,13,2.35,12,219,306,56,3.75,0.048,0.004,21.8,0,0.064,0.225,6.624,0.349,0.638,4,0,4,4,65,1.65,11,3,3,0,0,0,0,0,0.24,0,1,1.5,1.488,1.748,0.253,62,1
837,"BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0"" FAT,SEL,RAW",72.93,121,23.44,3.04,1.11,0,0,0,13,2.34,12,218,313,54,3.52,0.047,0.003,22.6,0,0.063,0.248,6.12,0.368,0.622,4,0,4,4,63.8,1.62,12,3,3,0,0,0,0,0,0.21,0,1,1.5,1.151,1.262,0.231,63,1
838,"BEEF,RND,EYE OF RND RST,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW",73.09,124,23.27,3.44,1.09,0,0,0,13,1.45,12,221,317,53,3.4,0.042,0.001,22.4,0,0.063,0.183,6.687,0.354,0.641,4,0,4,4,64,1.83,11,3,3,0,0,0,0,0,0.24,0,1,1.5,1.276,1.482,0.25,60,1
839,"BEEF,RND,EYE OF RND RST,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",72.88,127,23.26,3.74,1.1,0,0,0,13,1.47,12,220,323,52,3.41,0.049,0.001,22.7,0,0.063,0.183,6.779,0.346,0.645,4,0,4,4,64.5,1.68,11,3,3,0,0,0,0,0,0.25,0,1,1.5,1.308,1.547,0.263,58,1
840,"BEEF,RND,EYE OF RND RST,BNLESS,LN & FAT,0"" FAT,SEL,RAW",73.4,120,23.28,3,1.08,0,0,0,13,1.37,11,221,309,50,3.36,0.035,0.002,22.1,0,0.063,0.184,6.548,0.366,0.634,4,0,4,4,63.3,2.06,17,5,5,0,0,0,0,0,0.22,0,1,1.5,1.229,1.383,0.231,62,1
841,"BEEF,RND,EYE OF RND STEAK,BNLESS,LN & FT,0"" FAT,ALL GRDS,RAW",73.07,124,23.26,3.48,1.09,0,0,0,13,1.45,12,220,317,53,3.39,0.042,0.001,22.4,0,0.063,0.183,6.685,0.354,0.641,4,0,4,4,64,1.83,11,3,3,0,0,0,0,0,0.24,0,1,1.5,1.285,1.49,0.251,60,1
842,"BEEF,RND,EYE OF RND STEAK,BNLESS LN & FAT,0"" FAT,CHOIC,RAW",72.81,127,23.24,3.83,1.1,0,0,0,13,1.47,12,220,322,52,3.41,0.049,0.001,22.6,0,0.063,0.182,6.773,0.345,0.645,4,0,4,4,64.4,1.68,11,3,3,0,0,0,0,0,0.25,0,1,1.5,1.343,1.585,0.266,58,1
843,"BEEF,RND,EYE OF RND STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW",73.46,120,23.3,2.95,1.08,0,0,0,13,1.37,11,221,310,50,3.36,0.035,0.002,22.1,0,0.063,0.184,6.552,0.366,0.635,4,0,4,4,63.4,2.06,17,5,5,0,0,0,0,0,0.22,0,1,1.5,1.199,1.346,0.228,62,1
844,"BEEF,LOIN,TOP LOIN STK,BNLS,LIP OFF,LN & FAT,0"" FT,ALLGRD,RW",68.75,163,22.43,8.17,1,0,0,0,15,1.83,11,200,273,45,3.57,0.043,0.002,20.8,0,0.055,0.203,6.515,0.373,0.563,4,0,4,4,58,1.74,13,4,4,0,0,0,0,0,0.22,0.1,3,1.5,3.478,3.941,0.48,61,1
845,"BEEF,LOIN,TOP LOIN STK,BNLS,LIP OFF,LN & FAT,0"" FT,CHOIC,RAW",67.82,171,22.19,9.16,0.98,0,0,0,15,1.91,11,198,271,45,3.62,0.041,0.002,20.2,0,0.052,0.197,6.681,0.361,0.57,4,0,4,4,56,1.67,13,4,4,0,0,0,0,0,0.24,0.1,3,1.5,3.79,4.328,0.505,59,1
846,"BEEF,LOIN,TOP LOIN STEAK,BNLS,LIP OFF,LN & FAT,0"" FAT,SEL,RW",70.15,151,22.79,6.67,1.02,0,0,0,14,1.73,12,204,279,46,3.52,0.044,0.002,21.4,0,0.059,0.213,6.267,0.391,0.552,4,0,4,4,61,1.85,13,4,4,0,0,0,0,0,0.2,0.1,2,1.5,2.91,3.25,0.42,63,1
847,"BEEF,RND,TOP RND RST,BNLS,LN&FAT,0"" FAT,ALLGRD,CKD,RSTD",64.56,160,29.9,4.49,1.24,0,0,0,16,2.88,15,270,384,67,4.54,0.059,0.005,27.2,0,0.078,0.289,7.929,0.44,0.779,5,0,5,5,79.7,2.02,14,4,4,0,0,0,0,0,0.28,0,1,1.9,1.671,1.918,0.301,77,1
848,"BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,RSTD",63.99,163,30.08,4.79,1.21,0,0,0,16,2.9,15,271,378,69,4.63,0.059,0.005,26.9,0,0.078,0.278,8.178,0.43,0.787,5,0,5,5,80.3,2.04,13,4,4,0,0,0,0,0,0.3,0,1,1.6,1.837,2.158,0.312,76,1
849,"BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0"" FAT,SEL,CKD,RSTD",65.14,157,30.97,3.72,1.27,0,0,0,17,2.88,15,269,387,67,4.34,0.058,0.003,27.8,0,0.078,0.306,7.555,0.455,0.768,5,0,5,5,78.7,2,14,4,4,0,0,0,0,0,0.26,0,1,1.9,1.421,1.558,0.285,78,1
850,"BEEF,RND,TOP RND STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW",72.96,121,23.59,2.94,1.12,0,0,0,13,2.34,12,220,313,54,3.7,0.048,0.004,22.2,0,0.064,0.236,6.462,0.358,0.635,4,0,4,4,64.8,1.64,6,2,2,0,0,0,0,0,0.23,0,1,1.5,1.12,1.292,0.223,62,1
851,"BEEF,RND,TOP RND STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW",72.66,124,23.59,3.26,1.12,0,0,0,13,2.35,12,221,309,56,3.78,0.048,0.004,21.9,0,0.064,0.227,6.667,0.35,0.641,4,0,4,4,65.4,1.66,7,2,2,0,0,0,0,0,0.24,0,1,1.5,1.253,1.484,0.232,61,1
852,"BEEF,RND,TOP RND STEAK,BNLESS,LN,0"" FAT,SEL,RAW",73.4,116,23.59,2.45,1.12,0,0,0,13,2.34,12,220,316,55,3.54,0.047,0.003,22.7,0,0.064,0.25,6.155,0.37,0.626,4,0,4,4,64.1,1.63,7,2,2,0,0,0,0,0,0.21,0,1,1.5,0.92,1.003,0.21,63,1
853,"BEEF,RND,TOP RND RST,BNLESS,LN,0"" FAT,ALL GRDS,RAW",72.96,121,23.59,2.94,1.12,0,0,0,13,2.34,12,220,313,54,3.7,0.048,0.004,22.2,0,0.064,0.236,6.462,0.358,0.635,4,0,4,4,64.8,1.64,6,2,2,0,0,0,0,0,0.23,0,1,1.5,1.12,1.292,0.223,62,1
854,"BEEF,RND,TOP RND RST,BNLESS,LN,0"" FAT,CHOIC,RAW",72.66,124,23.59,3.26,1.12,0,0,0,13,2.35,12,221,309,56,3.78,0.048,0.004,21.9,0,0.064,0.227,6.667,0.35,0.641,4,0,4,4,65.4,1.66,6,2,2,0,0,0,0,0,0.24,0,1,1.6,1.253,1.484,0.232,61,1
855,"BEEF,RND,TOP RND RST,BNLESS,LN,0"" FAT,SEL,RAW",73.4,116,23.59,2.45,1.12,0,0,0,13,2.34,12,220,316,55,3.54,0.047,0.003,22.7,0,0.064,0.25,6.155,0.37,0.626,4,0,4,4,64.1,1.63,7,2,2,0,0,0,0,0,0.21,0,1,1.5,0.92,1.003,0.21,63,1
856,"BEEF,RND,EYE OF RND RST,BNLESS,LN,0"" FAT,ALL GRDS,RAW",73.43,121,23.37,3.04,1.1,0,0,0,13,1.45,12,222,319,53,3.42,0.042,0.001,22.6,0,0.063,0.184,6.72,0.355,0.644,4,0,4,4,64.2,1.84,4,1,1,0,0,0,0,0,0.24,0,1,1.5,1.086,1.266,0.233,60,1
857,"BEEF,RND,EYE OF RND RST,BNLESS,LN,0"" FAT,CHOIC,RAW",73.18,124,23.35,3.38,1.1,0,0,0,13,1.47,12,221,324,52,3.43,0.049,0.001,22.8,0,0.063,0.183,6.81,0.354,0.648,4,0,4,4,64.2,1.68,6,2,2,0,0,0,0,0,0.27,0,1,1.5,1.137,1.353,0.248,58,1
858,"BEEF,RND,EYE OF RND RST,BNLESS,LN,0"" FAT,SEL,RAW",73.81,116,23.41,2.52,1.09,0,0,0,13,1.37,11,222,312,50,3.38,0.035,0.002,22.2,0,0.064,0.185,6.585,0.367,0.637,4,0,4,4,63.6,2.07,7,2,2,0,0,0,0,0,0.22,0,1,1.6,1.011,1.136,0.211,62,1
859,"BEEF,RND,EYE OF RND STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW",73.43,121,23.37,3.04,1.1,0,0,0,13,1.45,12,222,319,53,3.42,0.042,0.001,22.6,0,0.063,0.184,6.72,0.355,0.644,4,0,4,4,64.2,1.84,6,2,2,0,0,0,0,0,0.24,0,1,1.5,1.086,1.266,0.233,60,1
860,"BEEF,RND,EYE OF RND STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW",73.18,124,23.35,3.38,1.1,0,0,0,13,1.47,12,221,324,52,3.43,0.049,0.001,22.8,0,0.063,0.183,6.81,0.346,0.648,4,0,4,4,64.7,1.68,6,2,2,0,0,0,0,0,0.25,0,1,1.5,1.137,1.353,0.248,58,1
